0,reaction_time,key,word,freq,id
50,0.6529503999045119,l,smaan,none,3
51,0.6734193000011146,l,moksen,none,3
52,0.5105779999867082,a,zoek,HF,3
53,0.452603799989447,a,zit,HF,3
54,0.6919108000583947,l,gewunnen,none,3
55,0.5713189999805763,a,beitels,LF,3
56,0.5253724000649527,a,auto,HF,3
57,0.5574907000409439,l,grede,none,3
58,0.4593570000724867,a,los,HF,3
59,0.4901959999697283,l,liek,none,3
60,0.4429226999636739,a,snoen,none,3
61,0.7379039000952616,a,margriet,LF,3
62,0.7598527000518516,a,pals,none,3
63,0.6503034000052139,a,kabrieken,none,3
64,0.6696564999874681,a,juist,HF,3
65,0.6107424999354407,l,stram,LF,3
66,0.7275062000844628,a,open,HF,3
67,0.4992133999476209,a,dood,HF,3
68,0.576259299996309,a,ambten,LF,3
69,0.579174599959515,l,hese,LF,3
70,0.5389562000054866,l,topaas,LF,3
71,0.557320199906826,a,etui,LF,3
72,0.6741619999520481,a,bij,HF,3
73,0.7735229999525473,a,herken,none,3
74,0.6506681999890134,a,mijk,none,3
75,0.6879467000253499,a,kandola,none,3
76,0.5665552000282332,l,snert,LF,3
77,0.7099506000522524,a,jugen,none,3
78,0.4089675999712199,l,eigen,HF,3
79,0.3531808999832719,a,brad,none,3
80,0.3210887999739498,a,vebras,none,3
81,0.3523599000182003,l,breent,none,3
82,0.4880003000143915,a,gals,none,3
83,0.3728464000159874,l,gefaapt,none,3
84,0.4758565999800339,a,brum,none,3
85,0.5294836999382824,l,rufel,none,3
86,0.4122783000348136,l,plond,none,3
87,0.3488649999490008,a,snarpen,none,3
88,0.3521266999887302,a,goont,none,3
89,0.4182762999553233,l,rons,none,3
90,0.4321876000612974,a,zelijk,none,3
91,0.4002159000374377,l,gietsen,none,3
92,0.3901079000206664,a,loedsels,none,3
93,0.4359633000567555,l,gevupt,none,3
94,0.4130885999184102,a,lekker,HF,3
95,0.3947909000562504,l,zerder,none,3
96,0.4099467999767512,a,kormel,none,3
97,0.3809377999277785,l,ponten,LF,3
98,0.7508461000397801,a,juffen,LF,3
99,0.4870453999610618,a,bralat,none,3
100,0.3460152000188827,l,hele,HF,3
101,0.3870814000256359,a,clusters,LF,3
102,0.4439309999579564,l,stekken,LF,3
103,0.4157672000583261,a,klavier,LF,3
104,0.3741717999801039,a,sikkels,LF,3
105,0.6089599999831989,a,plenk,none,3
106,0.549250099924393,a,rieve,none,3
107,0.3736586000304669,l,glaf,none,3
108,0.332684600027278,a,klaap,none,3
109,0.344955199980177,l,plan,HF,3
110,0.3135670000920072,a,kijs,none,3
111,0.4086356000043452,a,heren,HF,3
112,0.2994894000003114,l,gevels,LF,3
113,0.3188322000205517,a,grief,LF,3
114,0.311697700060904,l,grantel,none,3
115,0.3139268000377342,l,vraag,HF,3
116,0.2796357000479474,a,fradingo,none,3
117,0.5696354999672621,a,recht,HF,3
118,0.2784957999829203,l,sjalot,LF,3
119,0.2851342000067234,a,rakot,none,3
120,0.3005524999462068,l,gimmel,none,3
121,0.5107991000404581,a,kuukt,none,3
122,0.4791584999766201,l,flans,LF,3
123,0.4618547999998554,a,groeken,none,3
124,0.464453799999319,l,baby,HF,3
125,0.4066444000927731,a,megen,none,3
126,0.4925675999838859,l,gonsde,LF,3
127,0.4991010999074206,a,soort,HF,3
128,0.3316422998905182,l,imams,LF,3
129,0.4454492999939248,a,spurt,LF,3
130,0.3984768999507651,l,schoffels,LF,3
131,0.4337562000146135,a,krijg,HF,3
132,0.4343548000324517,a,rogenten,none,3
133,0.4182984000071883,a,spodiel,none,3
134,0.4079179000109434,l,gaf,HF,3
135,0.4030625000596046,a,stodeum,none,3
136,0.2989785999525338,a,gedaan,HF,3
137,0.324410600005649,a,redden,HF,3
138,0.2922334999311715,a,polders,LF,3
139,0.2851173999952152,a,vrijk,none,3
140,0.2749197999946773,a,bluit,none,3
141,0.261311599984765,a,kimensie,none,3
142,0.258960900013335,a,vlump,none,3
143,0.2560292999260127,a,gebeikt,none,3
144,0.3565738000907004,l,millag,none,3
145,0.3099163000006228,l,suste,LF,3
146,0.4693414999637753,a,begin,HF,3
147,1.22046500002034,a,strotten,LF,3
148,0.6192993000149727,a,reigers,LF,3
149,0.7489131999900565,l,drintels,none,3
150,0.8621506999479607,a,schuiten,LF,3
151,0.727209199918434,l,labber,none,3
152,0.7302072999300435,l,murselein,none,3
153,0.5763389999046922,l,gefruld,none,3
154,0.7401747000403702,l,rafel,LF,3
155,0.6811095000011846,a,stengels,LF,3
156,0.5681470999261364,a,venkel,LF,3
157,0.6704335000831634,l,nef,none,3
158,0.5276065000798553,a,zolders,LF,3
159,0.8768551999237388,a,tombel,none,3
160,0.5208430000348017,a,hard,HF,3
161,0.6660400000400841,a,boek,HF,3
162,0.5580424999352545,a,vallen,HF,3
163,0.5911242000292987,l,plirken,none,3
164,0.5599886999698356,a,wist,HF,3
165,0.5608538000378758,l,porde,LF,3
166,0.4860797999426722,a,vlorken,none,3
167,0.4435573000228032,l,kom,HF,3
168,0.6780408000340685,a,gisten,LF,3
169,0.6839337999699637,l,prookt,none,3
170,0.5596706999931484,l,pirrel,none,3
171,0.5018526000203565,a,uur,HF,3
172,0.5642737998859957,a,kadders,none,3
173,0.5049590000417084,a,dacht,HF,3
174,0.5572896000230685,a,hen,HF,3
175,0.5370158000150695,a,woei,LF,3
176,0.5887070000171661,l,geslonden,none,3
177,0.495853399974294,a,had,HF,3
178,0.4124182999366894,a,jaat,none,3
179,0.3630492000374943,l,bezans,none,3
180,0.3505644999677315,a,ogen,HF,3
181,0.3853627999778837,a,knaarde,none,3
182,0.4902131999842822,l,morgen,HF,3
183,0.5319191999733448,a,ratels,LF,3
184,0.4286007999908179,a,gemaakt,HF,3
185,0.3803705000318587,a,kiemeten,none,3
186,0.3933163000037893,a,sluinen,none,3
187,0.4145806999877095,a,balkons,LF,3
188,0.4626604000804946,a,zag,HF,3
189,0.4243936999700963,a,darboen,none,3
190,0.4161824000766501,a,karpers,LF,3
191,0.3721278000157326,a,sta,HF,3
192,0.4223952000029385,a,bluurde,none,3
193,0.5860265999799594,a,geweest,HF,3
194,0.4225120999617502,l,slont,none,3
195,0.3418719000183046,l,vroeg,HF,3
196,0.3540419999044388,l,werd,HF,3
197,0.3903709999285638,a,rastel,none,3
198,0.3201229999540373,a,monen,none,3
199,0.2896977999480441,a,nammer,none,3
