0,reaction_time,key,word,freq,id
54,0.4625330000417307,l,gaf,HF,2
55,0.6213905999902636,a,reigers,LF,2
56,0.6652813999680802,a,vallen,HF,2
57,0.948517099954188,l,pirrel,none,2
58,0.4312839999329299,a,ant,none,2
59,0.3823343999683857,l,kumus,none,2
60,0.3363264000508934,l,plond,none,2
61,0.2797248000279069,l,leumen,none,2
62,0.3296336000785231,l,snarpen,none,2
63,0.3507748000556603,a,lijsters,LF,2
64,0.8373423999873921,a,juist,HF,2
65,0.3816821000073105,a,herken,none,2
66,0.3897831999929622,a,oker,LF,2
67,0.5514735999749973,l,grief,LF,2
68,0.4936252000043168,a,rufel,none,2
69,0.4280924999620765,l,ratels,LF,2
70,0.4306496999925002,a,margriet,LF,2
71,0.1634767000796273,a,baby,HF,2
72,0.6218664000043646,a,brum,none,2
73,0.3356256000697613,l,monen,none,2
74,0.4154117000289261,a,rakot,none,2
75,0.3205263999989256,a,gefruld,none,2
76,0.4561809999868274,l,grede,none,2
77,0.3277466000290587,l,strotten,LF,2
78,0.4334709999384358,a,gefaapt,none,2
79,0.3497694000834599,l,zelijk,none,2
80,0.3612926000496372,a,wachten,HF,2
81,0.3693802000489086,a,millag,none,2
82,0.3339650999987498,a,gemaakt,HF,2
83,0.3773682999890297,a,women,none,2
84,0.3513382999226451,l,knaarde,none,2
85,0.3212614000076428,a,hormen,none,2
86,0.3694463999709114,l,los,HF,2
87,0.3609841000288725,l,porde,LF,2
88,0.6661978999618441,a,hele,HF,2
89,0.7187340999953449,a,imams,LF,2
90,0.794535499997437,l,zerder,none,2
91,0.6663602000335231,l,gesmalpt,none,2
92,0.5324697000905871,l,sfinxen,LF,2
93,0.6285297999856994,l,suste,LF,2
94,0.652300100075081,a,hard,HF,2
95,0.6212832999881357,a,goont,none,2
96,0.7288045000750571,a,begin,HF,2
97,0.6113857000600547,l,zuun,none,2
98,0.879510400001891,a,gedaan,HF,2
99,0.598342000041157,l,eigen,HF,2
100,0.5902705999324098,a,gewunnen,none,2
101,1.0881165000610054,a,redden,HF,2
102,0.5962329999310896,l,rokan,none,2
103,0.4997602000366896,l,rogenten,none,2
104,0.6433821999235079,l,vrijk,none,2
105,0.4930102999787777,l,pals,none,2
106,0.5845711000729352,l,smaan,none,2
107,0.4435920999385416,a,giep,none,2
108,0.7068377999821678,l,stram,LF,2
109,0.6082763000158593,a,vroeg,HF,2
110,0.7472305999835953,a,ploe,none,2
111,0.66916189994663,a,kabrieken,none,2
112,0.5460834000259638,l,pectars,none,2
113,0.6999315998982638,a,hield,HF,2
114,0.4918499999912455,a,recht,HF,2
115,0.8857788000022992,l,rons,none,2
116,0.5230059999739751,a,stekken,LF,2
117,1.299102299963124,a,sluinen,none,2
118,0.7905023000203073,l,trorg,none,2
119,0.6133998000295833,a,bralat,none,2
120,0.8378122000722215,a,sjalot,LF,2
121,0.7757462000008672,l,kwarp,none,2
122,0.6027439000317827,a,etui,LF,2
123,0.8373906000051647,a,fankel,none,2
124,0.6048892000690103,a,help,HF,2
125,1.254952699993737,a,metrum,LF,2
126,0.6467082999879494,a,klavier,LF,2
127,1.1180247999727726,l,pruit,none,2
128,0.6754162999568507,l,klaap,none,2
129,0.6366354000056162,l,plenk,none,2
130,0.7342154000652954,a,hen,HF,2
131,0.523668700014241,a,kom,HF,2
132,0.7371967999497429,l,gebeikt,none,2
133,0.6504949000664055,l,rieve,none,2
134,0.5016846000216901,a,plin,none,2
135,0.3231196999549866,l,krijg,HF,2
136,0.4433279000222683,l,bluit,none,2
137,0.3855008000973612,a,sta,HF,2
138,0.3449063000734895,a,snert,LF,2
139,0.3247692000586539,a,slont,none,2
140,0.3472726000472903,l,auto,HF,2
141,0.5140515000093728,a,zeg,HF,2
142,0.3130371000152081,l,kimensie,none,2
143,0.4990158999571576,l,gals,none,2
144,0.2548376000486314,a,vebras,none,2
145,0.3253766000270843,a,liek,none,2
146,0.3302541000302881,l,brad,none,2
147,0.3510470000328496,a,entel,none,2
148,0.2950471999356523,l,clusters,LF,2
149,0.3618429999332875,a,zoek,HF,2
150,0.3535156000871211,a,stiraal,none,2
151,0.3329965000739321,l,stengels,LF,2
152,0.2915597000392154,a,loedsels,none,2
153,0.4165365000953898,l,geweest,HF,2
154,0.3645108999917283,a,deun,LF,2
155,0.3622894999571144,a,vlorken,none,2
156,0.3371109999716282,a,stodeum,none,2
157,0.3148794999578967,l,karpers,LF,2
158,0.2826495999470353,a,sikkels,LF,2
159,0.25084540003445,l,mijk,none,2
160,0.3964264000533148,a,reden,HF,2
161,0.3577235999982804,a,gardien,none,2
162,0.3296583000337705,l,gimmel,none,2
163,0.3219671999104321,a,kormel,none,2
164,0.2786373000126332,l,rastel,none,2
165,0.5985630999784917,a,plaats,HF,2
166,0.6752776999492198,l,drintels,none,2
167,0.9684430999914184,a,gietsen,none,2
168,0.6330686999717727,l,verke,none,2
169,0.5881674999836832,a,zag,HF,2
170,0.6784849000396207,l,gevupt,none,2
171,0.8599853001069278,a,wrongel,LF,2
172,0.9204923000652344,l,moksen,none,2
173,0.7228927999967709,l,kiemeten,none,2
174,0.8332897999789566,a,geslonden,none,2
175,0.895888700033538,a,flans,LF,2
176,0.6853824999416247,l,fradingo,none,2
177,0.6844498999416828,a,gonsde,LF,2
178,0.5612121999729425,l,murselein,none,2
179,0.7177535999799147,l,megen,none,2
180,0.6249692999990657,a,doppel,none,2
181,0.5145613999338821,l,kijs,none,2
182,0.6636422999436036,a,bluurde,none,2
183,0.8334508999250829,l,tombel,none,2
184,0.601874400046654,l,ponten,LF,2
185,0.5581042999401689,l,klaam,none,2
186,0.5455462000099942,a,boek,HF,2
187,0.470461199991405,a,zit,HF,2
188,0.6400372000643983,l,puien,LF,2
189,0.8841450000181794,a,heren,HF,2
190,0.6335268000839278,a,ging,HF,2
191,0.586193099967204,l,bezans,none,2
192,0.5495051000034437,a,lekker,HF,2
193,0.6336717000231147,a,balkons,LF,2
194,0.5671178000047803,a,buidels,LF,2
195,0.6791290999390185,a,bij,HF,2
196,0.5149246000219136,a,moeder,HF,2
197,0.5454076998867095,a,woei,LF,2
198,0.5393046999815851,l,lanen,LF,2
199,0.5728413000470027,a,polders,LF,2
