0,reaction_time,key,word,freq,id
58,0.3101395999547094,a,stekken,LF,4
59,0.2646928000031039,l,barse,LF,4
60,0.2667437000200152,a,vallen,HF,4
61,0.252715399954468,l,prookt,none,4
62,0.2969276000512764,a,margriet,LF,4
63,0.2566779999760911,l,bluurde,none,4
64,0.3205651000607759,a,megen,none,4
65,0.3113437000429258,a,suste,LF,4
66,0.289391600061208,a,kadders,none,4
67,0.2268681999994442,l,zoek,HF,4
68,0.3005092000821605,a,ratels,LF,4
69,0.261619700002484,l,zelijk,none,4
70,0.2934660000028088,l,kormel,none,4
71,0.2720145999919623,a,pruit,none,4
72,0.3003563999664038,a,recht,HF,4
73,0.2900334000587463,a,reigers,LF,4
74,0.2554611000232398,l,spodiel,none,4
75,0.3688274000305682,l,deun,LF,4
76,0.2632963000796735,a,snarpen,none,4
77,0.265925999963656,a,smaan,none,4
78,0.2860732999397442,a,zit,HF,4
79,0.2241748999804258,l,kandola,none,4
80,0.3252897000638768,a,loedsels,none,4
81,0.2713896000059321,l,gesmalpt,none,4
82,0.282630700035952,a,darboen,none,4
83,0.3161517999833449,a,bezig,HF,4
84,0.2748139000032097,a,entel,none,4
85,0.2815543001051992,l,zuun,none,4
86,0.279305399977602,a,sikkels,LF,4
87,0.2444460999686271,a,pirrel,none,4
88,0.2914157999912277,l,lanen,LF,4
89,0.2961683999747038,l,bij,HF,4
90,0.2795145999407395,a,pectars,none,4
91,0.2549451999366283,a,rons,none,4
92,0.2734862000215798,l,brad,none,4
93,0.3296214999863878,a,hele,HF,4
94,0.0316832999233156,l,plan,HF,4
95,0.2569824999663979,l,brum,none,4
96,0.3235981999896467,l,glaf,none,4
97,0.2731863000662997,a,klaap,none,4
98,0.2518132999539375,a,woei,LF,4
99,0.301812499994412,l,rastel,none,4
100,0.2802513999631628,l,slont,none,4
101,0.2758567000273615,a,stengels,LF,4
102,0.3472643999848515,a,reden,HF,4
103,0.3074706000043079,a,clusters,LF,4
104,0.2036691999528557,l,nergen,none,4
105,0.3124261000193655,a,gevels,LF,4
106,0.293465599999763,a,stodeum,none,4
107,0.2474169000051915,a,verke,none,4
108,0.1544790000189095,l,snoen,none,4
109,0.3085953999543562,a,moksen,none,4
110,0.2563214000547305,a,etui,LF,4
111,0.2689947000471875,a,schoffels,LF,4
112,0.1842002000194043,l,ging,HF,4
113,0.2440591999329626,l,plond,none,4
114,0.3105012999149039,a,giep,none,4
115,0.2640422000549733,a,breent,none,4
116,0.2623198999790475,l,kiemeten,none,4
117,0.3223469000076875,a,kabrieken,none,4
118,0.2745331999612972,l,gonsde,LF,4
119,0.3399262999882921,a,vroel,none,4
120,0.214612599927932,l,vlorken,none,4
121,0.3423353999387473,a,goont,none,4
122,0.2405334999784827,l,fankel,none,4
123,0.2992259999737143,a,ponten,LF,4
124,0.2495746000204235,a,sluinen,none,4
125,0.2742927999934181,a,gietsen,none,4
126,0.2620307001052424,a,kimensie,none,4
127,0.301458999980241,a,porde,LF,4
128,0.2513072999427095,l,groeken,none,4
129,0.2864535000408068,a,bluit,none,4
130,0.2416824999963864,l,millag,none,4
131,0.292227300000377,a,grief,LF,4
132,0.2580290000187233,l,hen,HF,4
133,0.3026419000234455,l,nef,none,4
134,0.2643470000475645,l,rafel,LF,4
135,0.2552699000807479,l,kumus,none,4
136,0.2720143999904394,l,dood,HF,4
137,0.2411792000057175,a,glijp,none,4
138,0.2962338000070303,a,gals,none,4
139,0.2301931000547483,l,zeg,HF,4
140,0.2964537000516429,a,karpers,LF,4
141,0.3130284000653773,l,vraag,HF,4
142,0.2659574999706819,l,sjalot,LF,4
143,0.2715962999500334,l,bonkte,LF,4
144,0.2489619000116363,l,geweest,HF,4
145,0.2755916999885812,a,beitels,LF,4
146,0.2387300999835133,l,los,HF,4
147,0.2889266000129282,a,gefaapt,none,4
148,0.1971614999929443,l,dacht,HF,4
149,0.3116270999889821,a,boek,HF,4
150,0.2668686000397429,a,jugen,none,4
151,0.2714450999628752,l,klaam,none,4
152,0.2882679000031203,a,gemaakt,HF,4
153,0.2270315999630838,l,heren,HF,4
154,0.2968115999829024,a,gefruld,none,4
155,0.1975830999435857,l,uur,HF,4
156,0.2685059000505134,a,herken,none,4
157,0.246463599964045,l,gaf,HF,4
158,0.3114895999897271,a,ambten,LF,4
159,0.269245499977842,l,rieve,none,4
160,0.3082853000378236,a,sta,HF,4
161,0.2882619999581948,a,fradingo,none,4
162,0.2839215999701991,l,topaas,LF,4
163,0.298518699943088,l,gisten,LF,4
164,0.2673681000014767,a,juist,HF,4
165,0.2749651999911293,a,hese,LF,4
166,0.2814352000132203,l,vrijk,none,4
167,0.3228142999578267,a,ant,none,4
168,0.3004926000721752,a,drintels,none,4
169,0.280062000034377,a,wakker,HF,4
170,0.2746267999755218,a,gewunnen,none,4
171,0.2843728999141603,l,trorg,none,4
172,0.2887024000519886,a,werd,HF,4
173,0.2855045999167487,a,lijsters,LF,4
174,0.2629082999192178,a,kijs,none,4
175,0.2627335999859497,a,spurt,LF,4
176,0.8534195999382064,l,vlump,none,4
177,0.4820926999673247,l,tombel,none,4
178,0.5324395000934601,a,strotten,LF,4
179,0.4585995000088587,a,wist,HF,4
180,0.5181500000180677,l,rokan,none,4
181,0.4966081999009475,a,eigen,HF,4
182,0.7162386999698356,a,begin,HF,4
183,0.6468651000177488,l,labber,none,4
184,0.5062859000172466,a,balkons,LF,4
185,0.4542947000591084,a,ogen,HF,4
186,0.6220359000144526,l,liek,none,4
187,0.4319403000408783,a,soort,HF,4
188,0.6078833999345079,a,morgen,HF,4
189,0.4400915999431163,a,juffen,LF,4
190,0.5954426999669522,l,gevupt,none,4
191,0.5783858000067994,a,redden,HF,4
192,0.5022571999579668,a,stiraal,none,4
193,0.7810026999795809,a,puien,LF,4
194,0.8166339000454172,a,knaarde,none,4
195,0.5689758999506012,l,rufel,none,4
196,0.5835882999235764,l,zerder,none,4
197,0.5419658999890089,l,plin,none,4
198,0.6080879000946879,a,had,HF,4
199,0.4423491999041289,a,geslonden,none,4
